node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
10,-6.4831490772451983e-02,1.0097247236158678e+01,9.8315628460775208e+00,1.0767378404617566e-01,3.2005588402215893e-15,-2.4900484325686804e-03,-1.7335118506798022e-16,-6.7934998985248586e-05,4.1132966763924550e+01,2.4679780058405107e+01,-5.0377479965391103e-11,1.6390157348945495e-12,-4.7903452377825980e-05,sliding
11,3.3373449286271395e-03,9.9949939826070597e+00,1.0008670676468148e+01,1.2399753391593504e-02,-1.9933177617015720e-15,-2.4792737696470416e-03,-4.0699353573269926e-17,-6.8350834543217255e-05,3.9817663063495296e+01,2.3890597838084357e+01,1.2818190953112207e-11,8.1670261607830814e-13,-4.6655494284841369e-05,sliding
12,1.2266346547167428e-01,9.8160048017924879e+00,1.0318689031644116e+01,1.1063116763895352e-01,6.2722644274811932e-16,-2.4772715213533013e-03,6.9429752623249095e-16,-6.8145862320551938e-05,4.0094359822709798e+01,2.4056615893573923e+01,5.1954884838778526e-11,1.0268110209877246e-12,-4.6838823845196857e-05,sliding
13,2.1328690299384445e-01,9.6800696455092332e+00,1.0554135628861530e+01,8.2217688647411562e-03,1.0237842551499730e-15,-2.4346215705406990e-03,-2.9761582723878942e-16,-6.7487241373077097e-05,4.0193114678737317e+01,2.4115868807212944e+01,2.9444890969898552e-11,8.6505199042184787e-13,-4.6500384546109737e-05,sliding
14,2.8185574432734684e-01,9.5772163835089792e+00,1.0732282704370162e+01,5.2399599220044668e-02,-2.4985103839436328e-15,-2.4072301474733705e-03,1.2111822047352491e-16,-6.6840678635684219e-05,4.1218771657217026e+01,2.4731262994298664e+01,3.1551650181427249e-11,3.2907756666456267e-13,-4.7230125773043043e-05,sliding
15,3.5276036099222230e-01,9.4708594585116668e+00,1.0916498302202301e+01,4.7577491663037388e-02,3.2033623173724781e-16,-2.3660333120080570e-03,-3.5709397671310619e-16,-6.5985655390374064e-05,3.8764420238762376e+01,2.3258652143284571e+01,-2.7146285219714628e-11,9.1649852114818454e-13,-4.3849640147753165e-05,sliding
16,4.2906070997987689e-01,9.3564089350301849e+00,1.1114732423825082e+01,1.6441003698824494e-01,-5.2070284472453701e-16,-2.3049762732975194e-03,1.0505412060897794e-16,-6.3423400105398566e-05,3.5785220269672571e+01,2.1471132161797360e+01,6.1817218011128716e-12,1.6820095003722969e-13,-3.8907777308959005e-05,sliding
17,4.8538523738313044e-01,9.2719221439253037e+00,1.1261067838587193e+01,5.3035149854241976e-03,1.2097328924105859e-15,-2.1786718866018376e-03,-5.5649807956888142e-16,-6.0247107786025935e-05,4.1926918556390575e+01,2.5156151133771228e+01,6.3117511217569700e-11,5.3926846009025274e-13,-4.3302438538224960e-05,sliding
18,5.5833872572175935e-01,9.1624919114173604e+00,1.1450606561175027e+01,4.4952516027912844e-02,-3.5313432317801677e-15,-2.1003504974404243e-03,-2.2527002113188495e-16,-5.7985114090473920e-05,4.4541387863533309e+01,2.6724832718057733e+01,6.2250649079942377e-11,2.0643476941895430e-12,-4.4275499263011655e-05,sliding
19,6.1876017188745269e-01,9.0718597421688205e+00,1.1607586083113679e+01,1.3759849315651967e-01,-5.8193933428864879e-16,-2.0531193899150403e-03,-1.7451227472313340e-16,-5.5485063947295940e-05,3.7926386288801652e+01,2.2755831773267126e+01,1.3866241488358355e-11,4.0471785136567947e-13,-3.6074536603246721e-05,sliding
20,6.4178353037296221e-01,9.0373247044405574e+00,1.1667402523100341e+01,1.1465868466778421e-01,-4.5942264250938862e-16,-1.9562775784754765e-03,5.4908532681230716e-18,-5.2352474230962052e-05,3.3978396546277096e+01,2.0387037927755188e+01,1.1070255823142361e-11,7.1512331536154801e-13,-3.0494625078812844e-05,sliding
21,6.9343974953522136e-01,8.9598403756971674e+00,1.1801609317274261e+01,4.7365924101420383e-02,2.2891912974193900e-15,-1.8072490763407832e-03,-3.0761294684498078e-16,-4.7669256180936430e-05,4.2404161638523888e+01,2.5442496982973953e+01,1.4037837559044419e-10,4.7013411192698768e-12,-3.4652140187545362e-05,sliding
22,8.1175023122632295e-01,8.7823746531605149e+00,1.2108988965309663e+01,3.6223628797396448e-02,-5.1604561113458637e-16,-1.5144219112189340e-03,1.3165368751376329e-16,-3.8563582332316492e-05,3.8110555869882404e+01,2.2866333521765455e+01,1.6398615798607352e-10,4.1439465463123108e-12,-2.5194506725851732e-05,sliding
23,9.0643885985270245e-01,8.6403417102209463e+00,1.2354997238829528e+01,1.0130570535396136e-02,1.3328897223103286e-15,-1.2140499679077748e-03,7.3124546534628731e-17,-3.0230711421548449e-05,4.4461236834352576e+01,2.6676742100121334e+01,4.9021053882825072e-10,1.5582466974201473e-11,-2.3041625488452582e-05,sliding
24,9.8625830200477216e-01,8.5206125469928420e+00,1.2562374232688313e+01,5.0521321287585748e-02,-7.1125671571321639e-16,-7.6597532177594672e-04,-1.9255409459945786e-17,-1.9163942220856041e-05,7.5044579647143701e+00,4.5026747788311283e+00,-2.5064395003937534e-12,2.3427351876400211e-14,-2.4653999800235857e-06,sliding
