node,s_true,xhat,yhat,delta_norm,gap,slip_phys,vn,vt,rn_MPa,rt_MPa,cone_margin_MPa,soc_res_norm,friction_power,class
11,-9.1615760140039804e-02,1.0137423640210059e+01,9.7619752729951106e+00,1.0448261856494387e-01,9.5465085067884684e-16,-2.4841660335354551e-03,2.3864599761786097e-16,-6.9780056400442462e-05,4.2458829281368331e+01,2.5475297568718794e+01,1.0220446711173281e-10,3.1596777704147529e-12,-5.0790505747521492e-05,sliding
12,2.6401054945144331e-03,9.9960398417582290e+00,1.0006859195280761e+01,4.7330812322430721e-03,-3.0298888798388103e-15,-2.4962516479536639e-03,-1.7477323233181514e-16,-7.0546781001888214e-05,3.4861140480971528e+01,2.0916684288556134e+01,2.6783908424476977e-11,1.2000573526215819e-12,-4.2160135594011587e-05,sliding
13,1.0367884856461629e-01,9.8444817271530756e+00,1.0269365550076232e+01,1.4088388844590594e-01,-1.7600879600614707e-15,-2.5044264134002916e-03,-4.3958848633511438e-16,-6.9644751202307498e-05,4.2739969937726791e+01,2.5643981962671351e+01,-3.5278446830488974e-11,1.8704447970858704e-13,-5.1027678389334499e-05,sliding
14,2.0796022546817694e-01,9.6880596617977339e+00,1.0540296514696543e+01,3.8190781147274984e-02,-1.2863269647546235e-15,-2.4391572552235198e-03,-1.4636051208744175e-17,-6.8216209218917472e-05,3.9042523609961535e+01,2.3425514166047979e+01,-7.1057826289688819e-11,2.9332711310131236e-12,-4.5657136440338398e-05,sliding
15,3.0387244909330624e-01,9.5441913263600409e+00,1.0789483781274990e+01,1.4221582895890203e-01,2.4051805354063478e-15,-2.3901905395931240e-03,-4.8271864091976244e-16,-6.5774439230550420e-05,3.9512887872271151e+01,2.3707732723385398e+01,-2.2708945834892802e-11,4.5983290329014393e-13,-4.4553223580241274e-05,sliding
16,3.9951401164544453e-01,9.4007289825318328e+00,1.1037967849758362e+01,2.3406532376819798e-02,3.3462640188786809e-15,-2.2864583366675466e-03,5.7869704360965736e-16,-6.2507820704986734e-05,4.1063831102234744e+01,2.4638298661452151e+01,-1.1130651955681969e-10,2.8897517090731067e-12,-4.4002467291599021e-05,sliding
17,4.9589600780715748e-01,9.2561559882892634e+00,1.1288375621188854e+01,1.4375426233984706e-01,-1.3677656464135505e-15,-2.1657454819347887e-03,-1.9574448919148964e-16,-5.8065689746258129e-05,3.6060448498326579e+01,2.1636269098885826e+01,1.1011991318810033e-10,3.5558782746280504e-12,-3.5894996821784464e-05,sliding
18,6.0987657726353817e-01,9.0851851341046928e+00,1.1584505827249981e+01,4.0362174822782725e-02,8.8576872156312712e-16,-1.9260770792121811e-03,2.1024397466576369e-16,-5.0881400695741008e-05,4.1922207636659074e+01,2.5153324581923204e+01,7.2240879944729386e-11,7.8039303377837175e-13,-3.6566753910939051e-05,sliding
19,7.3653944049306586e-01,8.8951908392604011e+00,1.1913585599068515e+01,1.0466789387664865e-01,3.5068310901511761e-16,-1.6377220881058471e-03,-5.2369957431641523e-16,-4.1721589382901868e-05,4.2478600971133652e+01,2.5487160582456976e+01,2.2321344772535667e-10,7.5374058584081414e-12,-3.0381852810210053e-05,sliding
20,8.4185462006299994e-01,8.7372180699055004e+00,1.2187202461803565e+01,1.3518915615949860e-02,3.3173763368732286e-16,-1.3105534425682400e-03,9.4710859654797779e-17,-3.2524139009145600e-05,3.4029274803564348e+01,2.0417564882235961e+01,-9.7351460226491326e-11,1.8853447212775633e-12,-1.8973249098802626e-05,sliding
21,9.5306751925951128e-01,8.5703987211107329e+00,1.2476142049601654e+01,1.6417738502685247e-01,-1.1830137387335223e-15,-7.1094136343478279e-04,-6.3231352488747251e-16,-1.5962826981392681e-05,5.3265423949844227e+01,3.1959254369106588e+01,7.9994677548711479e-10,1.9760850839610954e-11,-1.4576001369953331e-05,sliding
